Webpage,Organization,Camp Name,Camp Description,Start Age,End Age,Start Grade,End Grade,Start Date,End Date,Start Time,End Time,Pre/After Care,Registration,Cost,Location,City,Notes
https://summerbtvparks.com/,Burlington Parks & Rec,Hat Trick Hockey 2025,,6,14,1,8,6/30/2025,7/3/2025,12:00 AM,03:00 PM,,,$196,Leddy Park,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Hat Trick Hockey 2025,,6,14,1,8,7/21/2025,7/25/2025,12:00 AM,03:00 PM,,,$244,Leddy Park,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,VT Voltage Soccer Camp,,7,14,2,8,8/4/2025,8/8/2025,09:00 AM,03:00 PM,,,$333,Leddy Park,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Hat Trick Hockey 2025,,6,14,1,8,8/11/2025,8/15/2025,12:00 AM,03:00 PM,,,$244,Leddy Park,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Brazillian Soccer Camp - Full Day,,8,14,3,8,8/18/2025,8/22/2025,09:00 AM,03:00 PM,,,$285,Leddy Park,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Intermediate/Advanced Volleyball Camp,,11,18,6,12,6/23/2025,6/27/2025,12:30 AM,03:30 PM,,,$120,Edmunds Middle School,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Chess Wizard Camp - Full Day Sessions,,6,11,1,5,6/16/2025,6/20/2025,09:00 AM,04:00 PM,,,$478,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Chess Wizard Camp - Full Day Sessions,,6,11,1,5,6/23/2025,6/27/2025,09:00 AM,04:00 PM,,,$478,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Wicker Cool Camp - Minecraft Mania,,6,11,1,5,7/7/2025,7/11/2025,09:00 AM,04:00 PM,,,$520,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Wicker Cool Camp - Vet School,,6,12,1,6,7/14/2025,7/18/2025,09:00 AM,04:00 PM,,,$520,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,ND42 Basketball Camp,,7,13,2,7,7/28/2025,8/1/2025,01:00 AM,04:00 PM,,,$161,Edmunds Middle School,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Wicker Cool Camp - Rocket Science,,6,12,1,6,8/4/2025,8/8/2025,09:00 AM,04:00 PM,,,$520,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Chess Wizard Camp - Full Day Sessions,,6,11,1,5,8/11/2025,8/15/2025,09:00 AM,04:00 PM,,,$478,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Adventure Camp 2025,,7,14,2,8,8/11/2025,8/15/2025,09:00 AM,04:00 PM,,,$364,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Pony Camp 2025,,9,12,4,6,8/11/2025,8/15/2025,09:00 AM,04:00 PM,,,$655,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Wicker Cool Camp - Hogwarts STEAM,,6,12,1,6,8/11/2025,8/15/2025,09:00 AM,04:00 PM,,,$520,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Brazillian Soccer Camp - Future Stars,,3,6,,K,8/18/2025,8/22/2025,03:00 AM,04:00 PM,,,$108,Leddy Park,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Chess Wizard Camp - Full Day Sessions,,6,11,1,5,8/18/2025,8/22/2025,09:00 AM,04:00 PM,,,$478,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Adventure Camp 2025,,7,14,2,8,8/18/2025,8/22/2025,09:00 AM,04:00 PM,,,$364,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp North,,6,11,1,5,6/23/2025,6/27/2025,08:30 AM,04:30 PM,,,$338,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp South,,6,11,1,5,6/23/2025,6/27/2025,08:30 AM,04:30 PM,,,$338,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp North,,6,11,1,5,6/30/2025,7/5/2025,08:30 AM,04:30 PM,,,$270,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp South,,6,11,1,5,6/30/2025,7/6/2025,08:30 AM,04:30 PM,,,$270,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp North,,6,11,1,5,7/7/2025,7/11/2025,08:30 AM,04:30 PM,,,$338,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp South,,6,11,1,5,7/7/2025,7/11/2025,08:30 AM,04:30 PM,,,$338,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp North,,6,11,1,5,7/14/2025,7/18/2025,08:30 AM,04:30 PM,,,$338,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp South,,6,11,1,5,7/14/2025,7/18/2025,08:30 AM,04:30 PM,,,$338,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp North,,6,11,1,5,7/21/2025,7/25/2025,08:30 AM,04:30 PM,,,$338,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp South,,6,11,1,5,7/21/2025,7/25/2025,08:30 AM,04:30 PM,,,$338,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp North,,6,11,1,5,7/28/2025,8/1/2025,08:30 AM,04:30 PM,,,$338,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp South,,6,11,1,5,7/28/2025,8/1/2025,08:30 AM,04:30 PM,,,$338,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp North,,6,11,1,5,8/4/2025,8/8/2025,08:30 AM,04:30 PM,,,$338,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Champ Camp South,,6,11,1,5,8/4/2025,8/8/2025,08:30 AM,04:30 PM,,,$338,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,PAL Camp 2025,,6,12,1,6,8/11/2025,8/15/2025,08:30 AM,04:30 PM,,,$364,,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Cool Camp 2025,,6,12,1,6,6/23/2025,6/27/2025,12:00 AM,05:00 PM,,,$244,Leddy Park,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Cool Camp 2025,,6,12,1,6,7/7/2025,7/11/2025,12:00 AM,05:00 PM,,,$244,Leddy Park,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Tennis Camp,,7,11,2,5,7/7/2025,7/11/2025,01:00 AM,05:00 PM,,,$177,Leddy Park,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Cool Camp 2025,,6,12,1,6,7/14/2025,7/18/2025,12:00 AM,05:00 PM,,,$244,Leddy Park,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Tennis Camp,,7,11,2,5,7/21/2025,7/25/2025,01:00 AM,05:00 PM,,,$177,Calahan Park,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Cool Camp 2025,,6,12,1,6,7/28/2025,8/1/2025,12:00 AM,05:00 PM,,,$244,Leddy Park,Burlington,
https://summerbtvparks.com/,Burlington Parks & Rec,Cool Camp 2025,,6,12,1,6,8/4/2025,8/8/2025,12:00 AM,05:00 PM,,,$244,Leddy Park,Burlington,
https://www.bsdvt.org/our-schools/summer-program/,Burlington School District,,,,,,,,,,,,2025 not availible yet,,,Burlington,
https://www.burlingtonsurfclub.com/play/surf-club-camp.html,Burlington Surf Club,Surf Club Camp,"We’ve renamed our beloved windsurfing camp to accurately reflect the content of the camp. YES, your child will still learn windsurfing but this camp has grown to be so much more! We supply all the gear and provide beginner and intermediate instruction on the basics of how to windsurf and stand up paddle board. Campers will stay active with our fleet of standup paddle boards, windsurfers, hobie cats, and various lawn games. No prior experience is required. Campers will walk to SANDBOX to block print their own camp tee!",10,15,5,9,6/29/2026,7/3/2026,09:00 AM,02:00 PM,,Open Now,$425,50 Lakeside,Burlington,
https://www.burlingtonsurfclub.com/play/surf-club-camp.html,Burlington Surf Club,Surf Club Camp,"We’ve renamed our beloved windsurfing camp to accurately reflect the content of the camp. YES, your child will still learn windsurfing but this camp has grown to be so much more! We supply all the gear and provide beginner and intermediate instruction on the basics of how to windsurf and stand up paddle board. Campers will stay active with our fleet of standup paddle boards, windsurfers, hobie cats, and various lawn games. No prior experience is required. Campers will walk to SANDBOX to block print their own camp tee!",10,15,5,9,7/6/2026,7/10/2026,10:00 AM,02:00 PM,,Open Now,$425,51 Lakeside,Burlington,
https://www.burlingtonsurfclub.com/play/surf-club-camp.html,Burlington Surf Club,Surf Club Camp,"We’ve renamed our beloved windsurfing camp to accurately reflect the content of the camp. YES, your child will still learn windsurfing but this camp has grown to be so much more! We supply all the gear and provide beginner and intermediate instruction on the basics of how to windsurf and stand up paddle board. Campers will stay active with our fleet of standup paddle boards, windsurfers, hobie cats, and various lawn games. No prior experience is required. Campers will walk to SANDBOX to block print their own camp tee!",10,15,5,9,7/13/2026,7/17/2026,11:00 AM,02:00 PM,,Open Now,$425,52 Lakeside,Burlington,
https://www.burlingtonsurfclub.com/play/surf-club-camp.html,Burlington Surf Club,Surf Club Camp,"We’ve renamed our beloved windsurfing camp to accurately reflect the content of the camp. YES, your child will still learn windsurfing but this camp has grown to be so much more! We supply all the gear and provide beginner and intermediate instruction on the basics of how to windsurf and stand up paddle board. Campers will stay active with our fleet of standup paddle boards, windsurfers, hobie cats, and various lawn games. No prior experience is required. Campers will walk to SANDBOX to block print their own camp tee!",10,15,5,9,7/20/2026,7/24/2026,12:00 AM,02:00 PM,,Open Now,$425,53 Lakeside,Burlington,
https://www.burlingtonsurfclub.com/play/surf-club-camp.html,Burlington Surf Club,Surf Club Camp,"We’ve renamed our beloved windsurfing camp to accurately reflect the content of the camp. YES, your child will still learn windsurfing but this camp has grown to be so much more! We supply all the gear and provide beginner and intermediate instruction on the basics of how to windsurf and stand up paddle board. Campers will stay active with our fleet of standup paddle boards, windsurfers, hobie cats, and various lawn games. No prior experience is required. Campers will walk to SANDBOX to block print their own camp tee!",10,15,5,9,7/27/2026,7/31/2026,01:00 AM,02:00 PM,,Open Now,$425,54 Lakeside,Burlington,
https://www.burlingtonsurfclub.com/play/surf-club-camp.html,Burlington Surf Club,Surf Club Camp,"We’ve renamed our beloved windsurfing camp to accurately reflect the content of the camp. YES, your child will still learn windsurfing but this camp has grown to be so much more! We supply all the gear and provide beginner and intermediate instruction on the basics of how to windsurf and stand up paddle board. Campers will stay active with our fleet of standup paddle boards, windsurfers, hobie cats, and various lawn games. No prior experience is required. Campers will walk to SANDBOX to block print their own camp tee!",10,15,5,9,8/3/2026,8/7/2026,02:00 AM,02:00 PM,,Open Now,$425,55 Lakeside,Burlington,
https://www.burlingtonsurfclub.com/play/surf-club-camp.html,Burlington Surf Club,Surf Club Camp,"We’ve renamed our beloved windsurfing camp to accurately reflect the content of the camp. YES, your child will still learn windsurfing but this camp has grown to be so much more! We supply all the gear and provide beginner and intermediate instruction on the basics of how to windsurf and stand up paddle board. Campers will stay active with our fleet of standup paddle boards, windsurfers, hobie cats, and various lawn games. No prior experience is required. Campers will walk to SANDBOX to block print their own camp tee!",10,15,5,9,8/10/2026,8/14/2026,03:00 AM,02:00 PM,,Open Now,$425,56 Lakeside,Burlington,
https://www.burlingtontennis.com/junior-programs,Burlington Tennis Club,,,,,,,,,,,,"2025 Registrations will be available on January 27 for members, and on February 10 for non-members.",$412-$464,45 Tennis Court,South Burlington,
https://www.gbymca.org/programs/child-care-camps/summer-camps/gbymca-summer-camps/,Burlington YMCA,Camp Splash,,5,16,K,10,6/22/2026,6/26/2026,08:00 AM,04:00 PM,,"Registration for Summer 2026 opens at Camp Expo on Jan. 25. Online registration for Members opens Jan. 26, Non-Member registration opens Feb. 2.",$375 members $430 nonmembers,298 College St,Burlington,"There is a one-time $30 registration fee per child and a $25 deposit per week of camp, both due at registration.Full payment for any registered sessions are due on May 1. The $25 deposit(s) will be credited against the amount due for the corresponding week of camp"
https://www.gbymca.org/programs/child-care-camps/summer-camps/gbymca-summer-camps/,Burlington YMCA,Camp Splash,,5,16,K,10,6/29/2026,7/3/2026,08:00 AM,04:00 PM,,"Registration for Summer 2026 opens at Camp Expo on Jan. 25. Online registration for Members opens Jan. 26, Non-Member registration opens Feb. 2.",$375 members $430 nonmembers,298 College St,Burlington,"There is a one-time $30 registration fee per child and a $25 deposit per week of camp, both due at registration.Full payment for any registered sessions are due on May 1. The $25 deposit(s) will be credited against the amount due for the corresponding week of camp"
https://www.gbymca.org/programs/child-care-camps/summer-camps/gbymca-summer-camps/,Burlington YMCA,Camp Splash,,5,16,K,10,7/6/2026,7/10/2026,08:00 AM,04:00 PM,,"Registration for Summer 2026 opens at Camp Expo on Jan. 25. Online registration for Members opens Jan. 26, Non-Member registration opens Feb. 2.",$375 members $430 nonmembers,298 College St,Burlington,"There is a one-time $30 registration fee per child and a $25 deposit per week of camp, both due at registration.Full payment for any registered sessions are due on May 1. The $25 deposit(s) will be credited against the amount due for the corresponding week of camp"
https://www.gbymca.org/programs/child-care-camps/summer-camps/gbymca-summer-camps/,Burlington YMCA,Camp Splash,,5,16,K,10,7/13/2026,7/17/2026,08:00 AM,04:00 PM,,"Registration for Summer 2026 opens at Camp Expo on Jan. 25. Online registration for Members opens Jan. 26, Non-Member registration opens Feb. 2.",$375 members $430 nonmembers,298 College St,Burlington,"There is a one-time $30 registration fee per child and a $25 deposit per week of camp, both due at registration.Full payment for any registered sessions are due on May 1. The $25 deposit(s) will be credited against the amount due for the corresponding week of camp"
https://www.gbymca.org/programs/child-care-camps/summer-camps/gbymca-summer-camps/,Burlington YMCA,Camp Splash,,5,16,K,10,7/20/2026,7/24/2026,08:00 AM,04:00 PM,,"Registration for Summer 2026 opens at Camp Expo on Jan. 25. Online registration for Members opens Jan. 26, Non-Member registration opens Feb. 2.",$375 members $430 nonmembers,298 College St,Burlington,"There is a one-time $30 registration fee per child and a $25 deposit per week of camp, both due at registration.Full payment for any registered sessions are due on May 1. The $25 deposit(s) will be credited against the amount due for the corresponding week of camp"
https://www.gbymca.org/programs/child-care-camps/summer-camps/gbymca-summer-camps/,Burlington YMCA,Camp Splash,,5,16,K,10,7/27/2026,7/31/2026,08:00 AM,04:00 PM,,"Registration for Summer 2026 opens at Camp Expo on Jan. 25. Online registration for Members opens Jan. 26, Non-Member registration opens Feb. 2.",$375 members $430 nonmembers,298 College St,Burlington,"There is a one-time $30 registration fee per child and a $25 deposit per week of camp, both due at registration.Full payment for any registered sessions are due on May 1. The $25 deposit(s) will be credited against the amount due for the corresponding week of camp"
https://www.gbymca.org/programs/child-care-camps/summer-camps/gbymca-summer-camps/,Burlington YMCA,Camp Splash,,5,16,K,10,8/3/2026,8/7/2026,08:00 AM,04:00 PM,,"Registration for Summer 2026 opens at Camp Expo on Jan. 25. Online registration for Members opens Jan. 26, Non-Member registration opens Feb. 2.",$375 members $430 nonmembers,298 College St,Burlington,"There is a one-time $30 registration fee per child and a $25 deposit per week of camp, both due at registration.Full payment for any registered sessions are due on May 1. The $25 deposit(s) will be credited against the amount due for the corresponding week of camp"
https://www.gbymca.org/programs/child-care-camps/summer-camps/gbymca-summer-camps/,Burlington YMCA,Camp Splash,,5,16,K,10,8/10/2026,8/14/2026,08:00 AM,04:00 PM,,"Registration for Summer 2026 opens at Camp Expo on Jan. 25. Online registration for Members opens Jan. 26, Non-Member registration opens Feb. 2.",$375 members $430 nonmembers,298 College St,Burlington,"There is a one-time $30 registration fee per child and a $25 deposit per week of camp, both due at registration.Full payment for any registered sessions are due on May 1. The $25 deposit(s) will be credited against the amount due for the corresponding week of camp"
https://www.vermontcamps.org/camps/common-ground-center,Camp Common Ground,Day Camp,"Our popular one-week day camp invites young campers in the Addison and Chittenden County region to join us for the best things Vermont summers have to offer. Outdoor activities include archery, tennis, swimming, exploring the pond and creek, identifying wildlife, hiking, and gardening. Indoors, we’ll cook together, play music, and explore our artsy side.",,,,,7/20/2026,7/24/2026,08:30 AM,04:00 PM,,Bus transportation (when applicable) is $50.,$345,,,
https://outrightvt.org/camp-outright/,Camp Outright,,,13,17,8,11,,,,,,"Applications open February 3 - March 3, 2025",,,,
https://www.hsccvt.org/Camp-Paw-Paw,Camp Paw Paw (Chittenden Humane Society),,,5,12,K,6,,,,,,"December 30, 2024, Now for waitlist",$259,142 Kindness Court,South Burlington,
,Camp Splash - Burlington Y,,,,,,,,,,,,,,,,
,Capital Soccer,,,4,6,,K,,,,,,"Dates        Locations        Type        Ages        Time        Tuition
June 16 - July 20        Crossett Brook Middle School        Junior Dragons        4-5 Years        9AM-10:30AM        $140
June 23 - June 27        Montpelier Rec Field        Junior Dragons        4-5 Years        9AM-10:30AM        $140
July 7 - July 11        Stowe Polo Fields        Junior Dragons        4-5 Years        9AM-10:30AM        $140
July 7 - July 11        Montpelier Rec Field         Junior Dragons        4-5 Years        9AM-10:30AM        $140
July 14 - July 18        Crossett Brook Middle School        Junior Dragons        4-5 Years        9AM-10:30AM        $140
July 14 - July 18        Barre Town Elementary School         Junior Dragons        4-5 Years        9AM-10:30AM        $140
July 21 - July 25        Montpelier Rec Field        Junior Dragons        4-5 Years        9AM-10:30AM        $140
July 28 - August 1        Montpelier Rec Field        Junior Dragons        4-5 Years        9AM-10:30AM        $140
August 4 - August 8        Montpelier Rec Field        Junior Dragons        4-5 Years        9AM-10:30AM        $140",,,,
https://www.catamountkids.com/about-catamount-kids/,Catamount Kids,,,8,14,3,8,,,,,,,,,St. Albans,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Explorers Camp Week 1,6/15 9 AM - 6/19 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,6,7,1,1,6/15/2026,6/19/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 1,6/15 9 AM - 6/19 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,11,14,6,8,6/15/2026,6/19/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 2,6/22 9 AM - 6/26 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,11,14,6,8,6/15/2026,6/19/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 1,6/15 9 AM - 6/19 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,8,10,3,4,6/15/2026,6/19/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Explorers Camp Week 2,6/22 9 AM - 6/26 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,6,7,1,1,6/22/2026,6/26/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 3,6/29 9 AM - 7/3 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,11,14,6,8,6/22/2026,6/26/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 2,6/22 9 AM - 6/26 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,8,10,3,4,6/22/2026,6/26/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Explorers Camp Week 3,6/29 9 AM - 7/3 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,6,7,1,1,6/29/2026,7/3/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 5,7/13 9 AM - 7/17 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,11,14,6,8,6/29/2026,7/3/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 3,6/29 9 AM - 7/3 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,8,10,3,4,6/29/2026,7/3/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,Explorers Camp Week 3,6/29 9 AM - 7/3 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,8,14,3,8,6/29/2026,7/3/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Explorers Camp Week 4,7/6 9 AM - 7/10 4 PM (9 AM - 4 PM),6,7,1,1,7/6/2026,7/10/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 4,7/6 9 AM - 7/10 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,11,14,6,8,7/6/2026,7/10/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 4,7/6 9 AM - 7/10 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,8,10,3,4,7/6/2026,7/10/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 5,7/13 9 AM - 7/17 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,8,10,3,4,7/13/2026,7/17/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,Explorers Camp Week 5,7/13 9 AM - 7/17 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,8,14,3,8,7/13/2026,7/17/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Explorers Camp Week 5,7/13 9 AM - 7/17 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,6,7,1,1,7/13/2026,7/17/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 6,7/20 9 AM - 7/24 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,11,14,6,8,7/20/2026,7/24/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Camp Week 6,7/20 9 AM - 7/24 4 PM (9 AM - 4 PM),8,10,3,4,7/20/2026,7/24/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,MTB Explorers Camp Week 6,7/20 9 AM - 7/24 4 PM We offer 30 minute drop off [8:30am-9am] and pick up [3:30pm to 4pm] windows.,6,7,1,1,7/20/2026,7/24/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$385,592 Governor Chittenden Rd,Williston,
https://catamountoutdoor.org/camps,Catamount Outdoor Family Center’s,Advanced MTB Camp Week 7,7/27 9 PM - 7/31 4 PM (9 AM - 4 PM),10,14,5,8,7/27/2026,7/31/2026,09:00 AM,04:00 PM,,"February 2nd for Annual Full Access Members
February 9th for Annual Bike Access Members
February 16th for Winter Season Access Members
February 23rd for Annual Supporting Members
Camp registration opens for non-members on March 2nd.",$425,592 Governor Chittenden Rd,Williston,
